,predict,p0,p1,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,churn,log_Credit_Limit,log_Avg_Open_To_Buy,log_Total_Trans_Amt,log_Avg_Utilization_Ratio,has_revolving_balance,joined_during_campaign,relationship_bin,inactivity_level,contact_level,txn_band,Avg_Utilization_Ratio
3915,1,0.1759898122026811,0.8240101877973188,48,F,4,College,Married,Less than $40K,Blue,36,0,1457,42,1,8.699181359308954,8.699181359308954,7.284820912568604,0.0,0,1,low,1,2,medium,0.0
3916,0,0.9962852152489726,0.0037147847510274,51,M,2,Graduate,Married,$60K - $80K,Blue,32,0,3700,73,0,9.28961355287069,9.28961355287069,8.216358332386156,0.0,0,0,high,1,3,high,0.0
3917,0,0.9966245500476734,0.0033754499523266,47,M,2,Uneducated,Married,$60K - $80K,Blue,36,769,3651,67,0,9.137877200242468,9.05157907959124,8.20303024171486,0.0797349680188535,1,1,high,1,2,medium,0.083
3918,0,0.9934325389454624,0.0065674610545375,51,F,2,High School,Single,$40K - $60K,Blue,32,0,4596,78,0,8.585225601808064,8.585225601808064,8.433159195806228,0.0,0,0,high,1,2,high,0.0
3919,0,0.9984998758275196,0.0015001241724803,49,F,4,College,Single,Less than $40K,Blue,33,1250,4148,71,0,7.648739788956243,6.742880635791903,8.330622620332868,0.467500499027617,1,0,high,1,2,high,0.596
3920,0,0.9949959206825506,0.0050040793174494,53,F,1,Graduate,Single,Less than $40K,Blue,46,0,3634,66,0,7.726212650507529,7.726212650507529,8.19836438996762,0.0,0,0,high,2,3,medium,0.0
3921,0,0.9961294066497384,0.0038705933502616,55,M,3,Uneducated,Single,$80K - $120K,Blue,46,852,4047,76,0,9.51775153960896,9.453051228782922,8.305978210967302,0.0610950993598108,1,0,high,1,2,high,0.063
3922,1,0.1255958115853429,0.8744041884146571,46,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,0,1979,37,1,7.497761700622568,7.497761700622568,7.590852123688581,0.0,0,0,medium,1,2,low,0.0
3923,0,0.9960384925938944,0.0039615074061056,50,F,3,High School,Married,Less than $40K,Blue,31,0,3687,74,0,8.747193183526933,8.747193183526933,8.212839584676484,0.0,0,0,medium,1,3,high,0.0
3924,0,0.9971524719949134,0.0028475280050865,65,M,1,Graduate,Single,Unknown,Blue,56,1670,3129,79,0,10.067602707388096,9.994104920119742,8.048788283534199,0.0685927914656117,1,0,high,1,2,high,0.071
3925,0,0.9948533520390836,0.0051466479609164,51,F,4,Uneducated,Single,Less than $40K,Blue,37,1487,3333,66,0,7.476472381163905,5.631211781821365,8.111928063310739,0.6108519378331151,1,0,high,2,2,medium,0.842
3926,0,0.994318870159926,0.005681129840074,46,M,3,High School,Married,$80K - $120K,Blue,27,2316,3279,66,0,8.510168576479273,7.88193748927207,8.09559870137819,0.3832194991608447,1,0,high,1,2,medium,0.467
3927,0,0.9446907470078814,0.0553092529921186,42,M,1,Graduate,Unknown,$60K - $80K,Blue,32,0,4402,55,0,8.227375506834035,8.227375506834035,8.390041405755754,0.0,0,0,high,1,2,medium,0.0
3928,0,0.9647511179777476,0.0352488820222524,49,F,3,High School,Single,Unknown,Silver,36,0,3418,58,0,10.361924545410398,10.361924545410398,8.137103389639302,0.0,0,1,medium,1,2,medium,0.0
3929,0,0.992106428048737,0.0078935719512628,40,M,3,Unknown,Married,$80K - $120K,Blue,36,1887,4391,66,0,8.520188700396035,8.048149101665201,8.387539983189367,0.3191807395111519,1,1,high,1,2,medium,0.376
3930,0,0.9979888218739495,0.0020111781260503,45,F,4,High School,Married,Less than $40K,Blue,34,1543,3802,68,0,7.818027938530729,6.848005274576363,8.24354550792826,0.483043242753539,1,0,high,2,1,medium,0.621
3931,0,0.9975947554719878,0.0024052445280121,65,M,1,Graduate,Single,Less than $40K,Blue,56,0,3880,67,0,8.940760134888384,8.940760134888384,8.263848131368906,0.0,0,0,high,1,2,medium,0.0
3932,0,0.996139497123596,0.003860502876404,46,M,4,Graduate,Single,$80K - $120K,Blue,35,0,3949,69,0,9.314430080500564,9.314430080500564,8.281470857895167,0.0,0,0,high,1,2,medium,0.0
3933,0,0.9958996913761192,0.0041003086238807,47,F,3,Uneducated,Married,Unknown,Blue,42,1501,3357,62,0,10.127750477118257,10.06590397678042,8.119100837637486,0.0582689081239757,1,0,high,1,3,medium,0.06
3934,0,0.8088367161610945,0.1911632838389055,44,M,3,Post-Graduate,Married,$120K +,Blue,35,587,2862,56,0,10.218006278941468,10.196343716261635,7.959625305098115,0.0207825391825285,1,0,medium,2,1,medium,0.021
3935,1,0.2285345731067445,0.7714654268932555,58,F,1,Uneducated,Divorced,Unknown,Blue,54,859,2151,46,1,8.09162741160107,7.786551806428712,7.674152921281675,0.233489843368354,1,0,medium,2,2,medium,0.263
3936,1,0.3215919047361711,0.6784080952638288,50,M,1,Graduate,Divorced,$60K - $80K,Blue,44,1008,2176,39,1,8.860924729719041,8.706655856361559,7.685703061234547,0.1336563848126735,1,0,medium,2,2,low,0.143
3937,0,0.9978645576518218,0.0021354423481781,54,F,0,High School,Married,Less than $40K,Blue,45,789,4839,92,0,7.902857191280582,7.557994958530806,8.484669999710677,0.2561914053604101,1,0,high,1,2,high,0.292
3938,0,0.9951925320478248,0.0048074679521753,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,25,1175,4187,73,0,9.369222697036374,9.263596738276616,8.339978571990427,0.0953101798043248,1,0,high,1,3,high,0.1
3939,0,0.99691947457389,0.0030805254261101,49,F,4,Unknown,Divorced,Less than $40K,Blue,36,0,4340,76,0,7.796880342783522,7.796880342783522,8.375860015299594,0.0,0,1,high,1,1,high,0.0
3940,1,0.1165005763167404,0.8834994236832595,39,F,0,Unknown,Married,$40K - $60K,Silver,34,0,2458,41,1,9.625293657956655,9.625293657956655,7.807510042216193,0.0,0,0,medium,0,2,medium,0.0
3941,0,0.9978884961708074,0.0021115038291925,51,F,3,College,Married,Less than $40K,Blue,36,0,4072,72,0,7.5688956634069955,7.5688956634069955,8.312135107648412,0.0,0,1,high,1,2,high,0.0
3942,0,0.9947618901207306,0.0052381098792694,64,F,0,Uneducated,Single,Less than $40K,Blue,36,0,3950,65,0,7.512071245835466,7.512071245835466,8.281723990411392,0.0,0,1,medium,1,1,medium,0.0
3943,0,0.9960992442439002,0.0039007557560998,43,F,4,High School,Unknown,Less than $40K,Blue,39,1793,3646,68,0,7.932721027481948,6.901737206656574,8.20166019080868,0.4971322966339881,1,0,medium,1,2,medium,0.644
3944,0,0.992119694756772,0.0078803052432279,38,F,2,Graduate,Single,Unknown,Blue,30,610,4079,65,0,9.883080742758466,9.851457144441744,8.313852267398207,0.0305292050348228,1,0,high,1,3,medium,0.031
3945,0,0.9972313686481552,0.0027686313518448,44,M,2,Unknown,Married,$60K - $80K,Blue,34,1146,4558,90,0,8.250358951477294,7.894690850425624,8.424858580213442,0.2615947376884625,1,0,high,2,3,high,0.299
3946,0,0.9967160773131666,0.0032839226868334,46,M,3,Graduate,Married,$80K - $120K,Blue,37,0,4347,69,0,8.473659189392508,8.473659189392508,8.3774712482411,0.0,0,0,medium,1,3,medium,0.0
3947,0,0.994818926284322,0.005181073715678,44,M,2,High School,Single,$80K - $120K,Blue,36,730,4263,62,0,10.005321858417396,9.971800192718216,8.357962965845681,0.0324671901375014,1,1,high,1,0,medium,0.033
3948,0,0.9952316464347392,0.0047683535652608,44,M,4,Doctorate,Divorced,$80K - $120K,Blue,34,1887,3636,69,0,8.875007486048396,8.568646473005153,8.19891444498699,0.2342812957246657,1,0,high,1,3,medium,0.264
3949,0,0.995227408100142,0.004772591899858,63,M,1,Unknown,Single,$60K - $80K,Silver,53,1450,4323,81,0,10.146551371285469,10.088015007879244,8.371936178759098,0.0554347068881005,1,0,high,2,3,high,0.057
3950,0,0.7101472841753633,0.2898527158246366,40,M,4,Post-Graduate,Married,$60K - $80K,Blue,35,1553,1735,44,1,9.912397738665884,9.832313733081604,7.459338895220296,0.0741793981742515,1,0,medium,2,2,medium,0.077
3951,0,0.998279499635823,0.001720500364177,46,F,2,Unknown,Married,Less than $40K,Blue,36,1994,3972,73,0,8.567696173589344,8.09101504171053,8.287276755814599,0.3213585988111647,1,1,high,1,2,high,0.379
3952,1,0.0759880196456814,0.9240119803543184,47,F,3,Unknown,Married,Less than $40K,Blue,34,0,1947,28,1,7.353722330399632,7.353722330399632,7.57455848420248,0.0,0,0,medium,1,2,low,0.0
3953,0,0.998044064600388,0.0019559353996121,43,M,3,High School,Single,$60K - $80K,Blue,30,1505,3891,76,0,9.35452729228868,9.21492982430999,8.266678443305896,0.1222176327242492,1,0,high,1,3,high,0.13
3954,1,0.0411253169060613,0.9588746830939386,58,M,1,Graduate,Single,$120K +,Blue,36,0,1712,41,1,10.261826111899026,10.261826111899026,7.44600149832412,0.0,0,1,low,1,3,medium,0.0
3955,0,0.8023939074930835,0.1976060925069165,47,M,4,College,Unknown,$60K - $80K,Blue,35,1823,2293,47,0,8.798454696065095,8.476579508530941,7.738052297689316,0.2429461786103894,1,0,high,1,2,medium,0.275
3956,1,0.1529626385667997,0.8470373614332003,49,M,1,Graduate,Single,$120K +,Blue,36,2517,2179,40,1,9.004176840696656,8.634086942887738,7.687080155783135,0.2692634869277628,1,1,medium,2,2,low,0.309
3957,0,0.9941480433212124,0.0058519566787876,42,M,3,High School,Married,$120K +,Blue,36,1353,3547,61,0,9.860423463065102,9.787178430135745,8.17413934342947,0.0685927914656117,1,1,medium,1,2,medium,0.071
3958,0,0.9972773452189444,0.0027226547810555,55,F,1,High School,Single,Less than $40K,Blue,36,897,4387,71,0,8.9850695596458,8.865876285425417,8.38662882139512,0.1061601958283906,1,1,high,1,2,high,0.112
3959,1,0.0496570986176451,0.9503429013823548,45,F,2,Graduate,Single,Unknown,Blue,38,2517,2468,43,1,8.045908742270779,6.403574197934815,7.81156848934518,0.5916680116100914,1,0,high,1,2,medium,0.807
3960,0,0.9733604221588448,0.0266395778411552,60,F,1,Post-Graduate,Single,$40K - $60K,Blue,50,0,4181,63,0,8.435332164935916,8.435332164935916,8.338544879988579,0.0,0,0,high,1,2,medium,0.0
3961,0,0.998520812884449,0.0014791871155509,48,F,4,Graduate,Single,Less than $40K,Blue,35,1143,4311,70,0,7.603897968521881,6.760414691083428,8.369157112588834,0.4510756193602167,1,0,high,1,2,medium,0.57
3962,0,0.9980850875978198,0.0019149124021802,50,M,3,High School,Single,$40K - $60K,Blue,31,1597,3776,83,0,9.20532783015264,9.030376034755909,8.236685322712457,0.1492817027157544,1,0,high,1,2,high,0.161
3963,1,0.0319695733616458,0.968030426638354,41,F,2,Uneducated,Single,Less than $40K,Blue,36,2517,2257,48,1,7.970049304976135,5.929589143389895,7.722234744709607,0.6259384308664953,1,1,low,1,2,medium,0.87
3964,0,0.9971886898620728,0.0028113101379272,51,F,4,Uneducated,Unknown,Less than $40K,Blue,40,918,3877,75,0,8.867004635333567,8.728426091704613,8.263074835802596,0.1213322851675249,1,0,medium,1,3,high,0.129
3965,0,0.9978517132530512,0.0021482867469488,47,M,3,Graduate,Single,$60K - $80K,Blue,36,1119,4028,76,0,7.5480289699350145,6.656726524178391,8.301273485191347,0.4637340162321401,1,1,high,2,2,high,0.59
3966,0,0.9970964194114648,0.0029035805885353,47,M,2,Uneducated,Single,$60K - $80K,Blue,40,1030,4612,75,0,8.180320874773685,7.8399193600125825,8.43663368355782,0.2538667239570503,1,0,high,1,3,high,0.289
3967,0,0.995094840865974,0.004905159134026,41,F,2,Graduate,Unknown,$40K - $60K,Blue,29,0,3831,81,0,8.447628728030327,8.447628728030327,8.251142139090751,0.0,0,0,high,1,2,high,0.0
3968,0,0.9978669856569092,0.0021330143430908,55,F,3,Graduate,Single,Unknown,Blue,44,1823,3853,69,0,7.845416036592485,6.594413459749778,8.256866848974312,0.538829820175588,1,0,high,2,2,medium,0.714
3969,0,0.9978843219172108,0.002115678082789,38,M,3,Graduate,Single,$40K - $60K,Blue,31,1110,3548,69,0,8.587278798982926,8.355379895253634,8.174421152646497,0.1881379421153944,1,0,medium,1,2,medium,0.207
3970,0,0.9969872889141436,0.0030127110858563,41,F,3,Graduate,Married,Less than $40K,Blue,36,1247,3943,80,0,7.96346006663897,7.394493107219038,8.279950715722526,0.3604677421774286,1,1,high,2,3,high,0.434
3971,0,0.9962668468598574,0.0037331531401425,40,M,2,College,Married,$80K - $120K,Blue,36,0,4062,71,0,8.967121656230923,8.967121656230923,8.309676895987726,0.0,0,1,medium,2,2,high,0.0
3972,0,0.9972579644784668,0.0027420355215333,43,F,2,Graduate,Married,Less than $40K,Blue,35,0,4419,68,0,7.700747794511798,7.700747794511798,8.393894975071744,0.0,0,0,medium,1,2,medium,0.0
3973,0,0.9962388923662454,0.0037611076337546,36,F,2,College,Married,Less than $40K,Blue,17,0,4979,77,0,7.586803535162581,7.586803535162581,8.513185170018698,0.0,0,0,high,1,2,high,0.0
3974,0,0.9976235709344852,0.0023764290655148,48,F,5,Post-Graduate,Married,Less than $40K,Blue,40,665,4100,84,0,7.271912163268625,6.651959395392677,8.31898612539206,0.3798053613275868,1,0,medium,1,2,high,0.462
3975,0,0.9976215136508368,0.0023784863491631,41,F,4,Graduate,Married,$40K - $60K,Blue,33,1173,3769,77,0,8.737292112544221,8.52872642722991,8.234830280442056,0.1722712209404532,1,0,high,1,2,high,0.188
3976,0,0.9978849730756196,0.0021150269243805,47,F,4,Graduate,Unknown,$40K - $60K,Blue,29,1589,3858,70,0,7.877397186353287,6.954638864880987,8.258163361537619,0.4718768736274158,1,0,high,1,2,medium,0.603
3977,0,0.9980974595429252,0.0019025404570748,44,M,3,High School,Married,$80K - $120K,Blue,36,1377,3200,91,0,10.009827588307454,9.945924242733383,8.071218539969863,0.060153922819747,1,1,medium,1,2,high,0.062
3978,0,0.9875986131806817,0.0124013868193184,50,F,2,Unknown,Divorced,Less than $40K,Blue,36,527,3645,69,0,7.957177323459475,7.753194269884341,8.201385955238608,0.1697427745870945,1,1,medium,1,3,medium,0.185
3979,0,0.9857750447726418,0.0142249552273582,46,F,3,Graduate,Married,Less than $40K,Blue,35,1794,5328,78,0,8.93313654381203,8.663023639627777,8.580918882296782,0.2126890934103508,1,0,medium,1,3,high,0.237
3980,0,0.9968064731924332,0.0031935268075667,47,F,1,High School,Single,Unknown,Blue,40,2087,4161,74,0,9.04085606398372,8.756839814829462,8.33375100695358,0.2207406666978994,1,0,high,2,3,high,0.247
3981,0,0.9834672665932104,0.0165327334067896,53,M,1,Graduate,Married,$80K - $120K,Blue,40,0,4590,69,0,8.339739766019143,8.339739766019143,8.431853144249223,0.0,0,0,high,1,2,medium,0.0
3982,0,0.9947005187083507,0.0052994812916492,44,M,4,College,Single,$80K - $120K,Blue,34,0,4406,80,0,10.00220102547216,10.00220102547216,8.390949464841986,0.0,0,0,high,2,2,high,0.0
3983,1,0.0534454257412558,0.946554574258744,46,M,2,Doctorate,Married,$80K - $120K,Blue,29,0,1775,42,1,9.779510372716418,9.779510372716418,7.4821189235521155,0.0,0,0,low,1,3,medium,0.0
3984,0,0.9978590138282912,0.0021409861717088,39,M,4,Graduate,Married,$120K +,Blue,28,1829,3450,83,0,10.18674736117732,10.115367911571628,8.146419323098003,0.0667236320429081,1,0,medium,1,2,high,0.069
3985,0,0.9973582067247144,0.0026417932752854,51,M,2,Graduate,Single,$60K - $80K,Blue,40,764,4066,74,0,8.169902647359145,7.926241523170962,8.310660905907225,0.1955667835439752,1,0,high,1,0,high,0.216
3986,0,0.9835829967729194,0.0164170032270806,45,F,4,High School,Single,Unknown,Blue,35,2517,4552,81,0,9.082052351674651,8.744966011114109,8.423541635334782,0.2515366258154276,1,0,medium,2,2,high,0.286
3987,0,0.9968113556363608,0.0031886443636392,49,F,4,Graduate,Single,Less than $40K,Blue,42,1882,3825,70,0,7.679251425953058,5.638354669333745,8.249575150000199,0.6259384308664953,1,0,high,1,3,medium,0.87
3988,1,0.6184331432910193,0.3815668567089806,47,M,4,Uneducated,Single,$120K +,Blue,37,1126,1736,35,1,10.44920723527944,10.416041681575788,7.459914766241105,0.0324671901375014,1,0,medium,1,3,low,0.033
3989,0,0.996131503938366,0.0038684960616339,53,F,4,Graduate,Single,Unknown,Gold,41,2374,4390,77,0,10.44920723527944,10.377949976565812,8.387312270561717,0.0667236320429081,1,0,high,1,2,high,0.069
3990,1,0.1847473905334161,0.8152526094665838,44,M,1,College,Divorced,$80K - $120K,Silver,39,2361,1853,36,1,10.44920723527944,10.37835433744785,7.5251007461258,0.0657877405380031,1,0,low,1,2,low,0.068
3991,0,0.9929846318772048,0.0070153681227951,41,M,3,Post-Graduate,Divorced,$120K +,Blue,29,2506,4855,79,0,8.158229916959494,6.893656354602635,8.487970332739334,0.5411608235620636,1,0,high,1,2,high,0.718
3992,0,0.9972431531535522,0.0027568468464478,52,F,3,Graduate,Divorced,Less than $40K,Blue,41,1687,3953,65,0,8.709630081951286,8.383433201236713,8.282483003730562,0.245296355955343,1,0,medium,1,3,medium,0.278
3993,0,0.9977323508739122,0.0022676491260877,48,F,3,Graduate,Divorced,Unknown,Blue,41,0,3512,76,0,8.969669103793757,8.969669103793757,8.164225652265827,0.0,0,0,medium,2,2,high,0.0
3994,0,0.7855709525789943,0.2144290474210057,48,M,4,College,Married,$80K - $120K,Blue,32,0,1533,41,1,10.134242066851671,10.134242066851671,7.335633981927201,0.0,0,0,high,1,2,medium,0.0
3995,0,0.9597912585025404,0.0402087414974595,50,M,4,College,Divorced,$60K - $80K,Blue,44,2160,2204,60,0,9.54050705603412,9.371778717853712,7.698482787880947,0.1441003439737568,1,0,high,1,2,medium,0.155
3996,0,0.99695522385953,0.00304477614047,51,M,1,High School,Single,$60K - $80K,Blue,36,1751,4241,76,0,7.732807530422021,6.274762021241939,8.352790135124629,0.5698489642154517,1,1,high,2,3,high,0.768
3997,0,0.9949030053782708,0.005096994621729,43,M,3,Graduate,Single,$60K - $80K,Blue,35,548,3710,70,0,8.63994165667529,8.537975730598767,8.219056661060598,0.0925791812930932,1,0,medium,1,2,medium,0.097
3998,1,0.0624142524217867,0.9375857475782132,44,F,3,Unknown,Single,Less than $40K,Blue,36,1578,2418,44,1,7.382124365737512,3.367295829986474,7.791109510610028,0.6846108495376589,1,1,medium,1,2,medium,0.983
3999,0,0.996388293331858,0.0036117066681419,45,F,3,Graduate,Married,Unknown,Blue,41,2118,4442,64,0,7.9294865233142895,6.492239835020471,8.399085102935908,0.5670169034157332,1,0,high,2,2,medium,0.763
4000,0,0.9926561721495128,0.0073438278504871,40,M,3,Graduate,Married,$60K - $80K,Blue,36,597,3331,67,0,7.707062655370473,7.394493107219038,8.111328003286733,0.2382291887322506,1,1,high,2,3,medium,0.269
4001,0,0.996177308546814,0.0038226914531861,48,M,4,Post-Graduate,Married,$40K - $60K,Blue,29,1074,4020,84,0,7.978310969867722,7.519149957669823,8.299285906897275,0.3133498192003587,1,0,high,1,2,high,0.368
4002,0,0.9939866378379368,0.0060133621620633,45,M,2,Unknown,Married,$120K +,Blue,40,1374,4717,71,0,9.709720748057432,9.62264867856634,8.45914025996762,0.0797349680188535,1,0,high,2,3,high,0.083
4003,0,0.8657445932964468,0.1342554067035531,44,F,2,Graduate,Married,Less than $40K,Blue,30,1092,2216,54,0,9.169414205363536,9.048644632975885,7.703910209616312,0.1079571415050922,1,0,medium,1,2,medium,0.114
4004,0,0.9983740448280792,0.0016259551719206,42,M,1,Uneducated,Divorced,$60K - $80K,Blue,30,1892,4036,78,0,9.829356503193052,9.721905722077173,8.30325712085294,0.0971267107307227,1,0,medium,1,2,high,0.102
4005,1,0.2225938852549868,0.7774061147450132,54,F,4,Graduate,Single,Less than $40K,Silver,36,0,1711,30,1,9.51980839774982,9.51980839774982,7.445417556701687,0.0,0,1,medium,1,2,low,0.0
4006,0,0.9959793340351144,0.0040206659648855,29,F,2,Unknown,Single,Less than $40K,Blue,21,0,4814,88,0,7.740229524763182,7.740229524763182,8.479491324232226,0.0,0,0,high,1,2,high,0.0
4007,0,0.9979311380380224,0.0020688619619775,40,F,3,College,Married,Unknown,Blue,36,1666,4275,83,0,9.126088819528592,8.926118971153382,8.360773272144936,0.1663615372152252,1,1,high,1,3,high,0.181
4008,0,0.9980489241089936,0.0019510758910065,58,F,2,High School,Single,Less than $40K,Blue,50,818,4196,71,0,7.271912163268625,6.431814057069648,8.34212526333359,0.4504384737508955,1,0,high,1,3,high,0.569
4009,0,0.7160136740617293,0.2839863259382707,50,F,1,Doctorate,Married,Unknown,Blue,37,0,3057,54,0,8.338544879988579,8.338544879988579,8.025516386489008,0.0,0,0,high,2,2,medium,0.0
4010,0,0.998014172120422,0.001985827879578,48,M,3,College,Married,$40K - $60K,Blue,35,0,4177,85,0,7.860570785538664,7.860570785538664,8.33758794211651,0.0,0,0,medium,1,2,high,0.0
4011,0,0.8428176114989719,0.157182388501028,51,F,3,High School,Married,Less than $40K,Blue,40,773,4755,58,0,8.928110078202646,8.81996090128606,8.467162257810672,0.0980337402713654,1,0,high,1,2,medium,0.103
4012,0,0.9969134686474362,0.0030865313525637,43,F,3,College,Divorced,Less than $40K,Blue,31,0,4802,82,0,7.298445101508147,7.298445101508147,8.476996001664824,0.0,0,0,high,2,2,high,0.0
4013,0,0.9968132871213766,0.0031867128786233,58,F,0,Uneducated,Single,Less than $40K,Blue,48,1542,4335,76,0,7.874358824729881,6.99117688712121,8.374707543119483,0.461845441544272,1,0,high,1,3,high,0.587
4014,0,0.8737307516140685,0.1262692483859314,46,M,1,Graduate,Single,$80K - $120K,Blue,41,0,2773,62,0,9.09571484613488,9.09571484613488,7.928045600874777,0.0,0,0,high,1,2,medium,0.0
4015,0,0.9969081543549436,0.0030918456450563,52,F,1,Post-Graduate,Married,Unknown,Blue,42,0,4435,67,0,7.301147805856032,7.301147805856032,8.397508348470257,0.0,0,0,high,1,2,medium,0.0
4016,0,0.9953222033698532,0.0046777966301468,44,F,1,Uneducated,Unknown,Less than $40K,Blue,39,0,3811,65,0,7.349873704738337,7.349873704738337,8.245909264774093,0.0,0,0,high,1,1,medium,0.0
4017,0,0.6701655375088589,0.3298344624911412,45,M,3,Uneducated,Married,Less than $40K,Blue,39,1636,1880,37,1,9.05730573580712,8.845777255188445,7.53955882930103,0.174793290373163,1,0,medium,1,3,low,0.191
4018,0,0.902480638433826,0.0975193615661738,48,F,4,Graduate,Married,$40K - $60K,Silver,43,2517,1732,35,0,9.960056904024022,9.833440554224094,7.457609289715606,0.1124354293297881,1,0,medium,1,0,low,0.119
4019,0,0.9877467729713708,0.0122532270286292,39,F,0,Graduate,Married,Less than $40K,Blue,36,0,4876,74,0,7.98514393119862,7.98514393119862,8.492285555710053,0.0,0,1,medium,1,2,high,0.0
4020,0,0.995528659112536,0.0044713408874641,56,F,1,Graduate,Married,Less than $40K,Blue,51,0,3877,70,0,7.271912163268625,7.271912163268625,8.263074835802596,0.0,0,0,medium,1,3,medium,0.0
4021,1,0.0387126326061522,0.9612873673938478,54,M,2,Graduate,Single,$60K - $80K,Silver,45,0,1980,36,1,10.326825322178925,10.326825322178925,7.591357046698551,0.0,0,0,low,1,2,low,0.0
4022,0,0.9977409185263416,0.0022590814736582,47,M,5,High School,Married,$60K - $80K,Blue,38,1069,3943,64,0,8.90354343566472,8.746557354543503,8.279950715722526,0.1354046370062029,1,0,high,1,2,medium,0.145
4023,0,0.9899657861856336,0.0100342138143664,44,F,4,Uneducated,Married,Less than $40K,Silver,36,0,3490,62,0,9.382611592916636,9.382611592916636,8.157943507105037,0.0,0,1,high,1,0,medium,0.0
4024,0,0.984519784445307,0.015480215554693,52,M,3,Uneducated,Married,$80K - $120K,Blue,40,1073,3283,56,0,9.993236844679735,9.942948621417042,8.096817470572319,0.0478373294141601,1,0,high,1,2,medium,0.049
4025,0,0.9870470088869852,0.0129529911130148,42,M,3,High School,Single,$60K - $80K,Blue,35,0,3148,62,0,8.889583991794973,8.889583991794973,8.054840221101024,0.0,0,0,high,1,2,medium,0.0
4026,0,0.9859619952614204,0.0140380047385795,55,F,2,High School,Single,Less than $40K,Blue,36,0,3470,69,0,8.763271714012943,8.763271714012943,8.152198015861787,0.0,0,1,low,1,2,medium,0.0
4027,0,0.7042114716594663,0.2957885283405336,49,M,2,High School,Divorced,$80K - $120K,Blue,36,2517,1789,48,1,10.44920723527944,10.373491181781864,7.489970898834801,0.0704584636485614,1,1,high,1,3,medium,0.073
4028,0,0.9977976155703742,0.0022023844296258,38,M,5,College,Single,$60K - $80K,Blue,25,1118,4599,89,0,8.630164670075398,8.40737832540903,8.433811582477187,0.1823215567939546,1,0,high,1,0,high,0.2
4029,0,0.9964107746163964,0.0035892253836034,42,M,4,Graduate,Single,$80K - $120K,Blue,33,0,4374,79,0,10.39010244758706,10.39010244758706,8.383661798791715,0.0,0,0,high,1,2,high,0.0
4030,1,0.1894320498435666,0.8105679501564333,38,F,4,Graduate,Single,Less than $40K,Blue,26,1933,1849,36,1,8.387539983189367,7.807510042216193,7.52294091807237,0.3646431135879093,1,0,low,1,2,low,0.44
4031,0,0.9875332228645796,0.0124667771354205,46,M,4,High School,Unknown,$40K - $60K,Blue,41,1172,3121,60,0,9.075551045627543,8.931551966694522,8.046229101075378,0.1257512053055603,1,0,high,1,2,medium,0.134
4032,0,0.99716030055999,0.0028396994400099,42,F,2,Doctorate,Married,Less than $40K,Blue,32,0,4172,70,0,7.373374309910049,7.373374309910049,8.336390480591552,0.0,0,0,high,2,0,medium,0.0
4033,0,0.8652593990834623,0.1347406009165377,65,M,0,Doctorate,Single,Less than $40K,Blue,52,0,3798,53,0,8.209580483475577,8.209580483475577,8.242493153187626,0.0,0,0,medium,1,3,medium,0.0
4034,1,0.068935301743977,0.931064698256023,48,M,4,High School,Single,$120K +,Blue,39,0,2084,31,1,10.110257789732392,10.110257789732392,7.642524134232902,0.0,0,0,medium,2,3,low,0.0
4035,0,0.9949988001203532,0.0050011998796467,55,F,2,College,Unknown,Unknown,Blue,41,0,4268,69,0,8.937743936942443,8.937743936942443,8.359134886757962,0.0,0,0,high,1,2,medium,0.0
4036,1,0.1229973543693532,0.8770026456306468,45,M,4,Unknown,Married,$120K +,Blue,31,0,1697,47,1,10.169997059755108,10.169997059755108,7.437206366871292,0.0,0,0,low,2,2,medium,0.0
4037,1,0.172774285781757,0.827225714218243,53,F,1,Graduate,Single,Less than $40K,Blue,36,0,1635,41,1,8.363575702750637,8.363575702750637,7.400009517162692,0.0,0,1,medium,1,3,medium,0.0
4038,0,0.9952237119453335,0.0047762880546663,57,M,1,Graduate,Single,$60K - $80K,Blue,44,1273,3677,66,0,9.194617411510947,9.056139690898885,8.210124405164267,0.1213322851675249,1,0,medium,1,2,medium,0.129
4039,0,0.9954687316500964,0.0045312683499034,50,M,2,High School,Married,$60K - $80K,Blue,32,783,3910,66,0,9.281171552736774,9.205428327615165,8.271548374755515,0.0704584636485614,1,0,medium,1,2,medium,0.073
4040,0,0.997214930297816,0.0027850697021839,41,M,3,Graduate,Single,$80K - $120K,Blue,30,955,3642,69,0,8.149312843635345,7.826443135456014,8.200562797008564,0.2437301849225981,1,0,medium,1,0,medium,0.276
4041,0,0.9975926226332824,0.0024073773667175,46,F,2,College,Single,Less than $40K,Blue,36,1544,3760,69,0,7.599401333415815,6.115892125483034,8.232440158470336,0.5732368838873878,1,1,high,1,3,medium,0.774
4042,0,0.9973738040244848,0.0026261959755151,49,M,2,High School,Married,$60K - $80K,Blue,38,756,3918,70,0,8.619208116822968,8.472405008626103,8.273591798199632,0.128393214768399,1,0,high,1,1,medium,0.137
